Power,WithinPowerDeviance,WeightedMAE,CalibrationRatio,Gini
1.3,181.11245048591505,257.02514285879613,1.143319113374933,0.3243561126523493
1.5,70.69935618343764,256.83932009574056,1.143496130915164,0.33501265384410595
1.7,35.22510152898014,256.8343150271592,1.143740189550954,0.34412362648685646
